cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,total
Belo Horizonte,100,3,3,1,3,0,0,350,1670,100,2143
Rio de Janeiro,120,3,3,0,5,1,1,600,5500,167,6338
Sao Paulo,105,2,3,2,6,1,0,1850,3200,385,5476
Sao Paulo,97,2,3,2,11,1,1,700,2660,167,3561
Rio de Janeiro,140,3,2,1,7,1,0,1400,4200,250,5905
Sao Paulo,90,3,3,2,1,1,0,870,2630,417,3951
Sao Paulo,50,1,1,0,7,1,0,388,2200,0,2616
Belo Horizonte,330,5,4,2,0,1,0,0,8000,267,8399
Sao Paulo,367,3,5,3,10,1,1,3400,6000,1500,10980
Sao Paulo,75,3,2,1,10,1,0,1000,3900,0,4950
Porto Alegre,63,2,1,0,3,1,1,200,1400,53,1674
Campinas,72,2,1,2,16,1,0,730,1200,89,2035
Campinas,52,2,1,1,4,1,1,320,1800,70,2213
Sao Paulo,57,2,2,1,10,0,0,570,2600,0,3203
Sao Paulo,200,3,3,1,11,0,0,3200,3800,834,7883
Rio de Janeiro,64,3,2,0,10,1,0,700,1300,251,2268
Sao Paulo,211,3,2,2,6,1,0,2800,11000,483,14420
Campinas,164,3,2,2,0,1,0,0,2100,293,2425
Sao Paulo,240,3,3,2,0,1,0,0,4500,250,4818
Campinas,64,2,1,1,10,1,0,540,820,122,1493
Sao Paulo,89,2,3,1,0,1,1,360,5700,204,6337
Campinas,120,3,3,2,4,0,0,400,1850,0,2274
Sao Paulo,69,2,2,1,11,0,1,1000,4100,234,5386
Sao Paulo,140,3,4,2,2,1,0,1400,2500,517,4449
Sao Paulo,103,2,1,0,0,1,0,0,1300,80,1400
Sao Paulo,82,2,2,0,15,0,0,680,2800,135,3651
Sao Paulo,30,1,1,0,4,1,0,415,1585,30,2051
Campinas,60,2,1,1,16,0,0,300,1400,60,1778
Sao Paulo,162,3,2,2,7,1,1,1250,8000,42,9394
Sao Paulo,59,2,1,1,8,1,0,0,3000,0,3039
Sao Paulo,230,3,3,3,6,0,0,2100,10500,792,13530
Sao Paulo,110,3,2,1,14,0,0,950,4500,0,5508
Campinas,210,3,3,3,7,1,0,1900,2300,459,4689
Sao Paulo,218,3,2,2,6,0,0,2000,7800,550,10450
Campinas,50,1,1,1,2,0,0,718,1600,13,2352
Belo Horizonte,115,3,3,2,6,1,0,700,1920,209,2855
Sao Paulo,100,2,2,0,1,1,0,900,2000,63,2989
Sao Paulo,230,3,4,4,6,1,0,2100,5000,0,7164
Rio de Janeiro,25,1,1,0,0,1,0,50,700,0,760
Sao Paulo,280,3,4,2,0,0,1,2000,15000,684,17910
Sao Paulo,390,3,4,4,10,0,0,2710,9000,2682,14510
Sao Paulo,60,2,2,2,20,1,0,450,2872,238,3597
Sao Paulo,150,3,2,2,16,1,0,1700,5000,484,7248
Rio de Janeiro,60,2,1,1,8,0,0,560,1000,500,2073
Sao Paulo,22,1,1,0,0,0,0,250,1080,14,1358
Rio de Janeiro,30,1,1,1,2,1,0,570,850,70,1501
Sao Paulo,49,2,2,1,8,1,0,500,1550,100,2170
Sao Paulo,230,3,4,3,7,1,0,3500,4700,834,9094
Rio de Janeiro,200,3,4,2,11,1,1,2100,8000,600,10800
Belo Horizonte,167,4,4,3,5,1,0,2000,4600,642,7304
Belo Horizonte,420,4,6,5,14,0,0,2000,15000,167,17370
Porto Alegre,98,2,1,0,3,1,1,477,1800,92,2396
Belo Horizonte,80,3,1,1,12,1,0,554,1300,69,1941
Campinas,30,1,1,0,15,1,0,280,500,10,797
Sao Paulo,296,4,5,5,4,1,1,4300,12900,2105,19470
Rio de Janeiro,70,2,1,0,3,0,0,800,1100,42,1957
Rio de Janeiro,160,2,2,2,1,1,1,2400,7500,250,10250
Sao Paulo,73,2,2,1,11,1,0,700,1250,150,2116
Rio de Janeiro,15,1,1,0,0,1,0,50,700,0,760
Sao Paulo,174,3,1,1,0,1,0,0,3300,236,3586
Porto Alegre,54,1,1,1,6,1,0,450,1200,42,1710
Sao Paulo,50,1,1,1,10,0,1,1300,8800,250,10460
Sao Paulo,240,3,3,3,8,1,0,2999,10500,417,14050
Belo Horizonte,260,4,4,2,0,1,0,0,15000,203,15450
Sao Paulo,210,3,4,4,2,0,0,1990,6375,625,9071
Sao Paulo,119,3,4,3,14,1,0,800,3680,30,4557
Belo Horizonte,150,3,1,3,0,1,0,0,3500,750,4308
Sao Paulo,750,4,7,8,0,1,1,0,15000,1667,16890
Sao Paulo,67,2,1,1,13,0,0,626,1800,40,2489
Rio de Janeiro,50,1,1,0,1,1,0,640,1428,81,2155
Rio de Janeiro,36,1,1,0,5,1,0,487,2500,55,3075
Sao Paulo,120,3,2,2,5,1,0,1500,1900,377,3802
Porto Alegre,65,3,1,1,1,1,0,400,850,31,1294
Belo Horizonte,240,4,4,2,3,1,1,590,8000,150,8847
Sao Paulo,93,2,2,2,3,1,0,800,3500,200,4545
Porto Alegre,35,1,1,0,1,1,0,120,1170,92,1400
Sao Paulo,51,2,1,1,9,0,0,450,2200,109,2787
Sao Paulo,85,2,2,1,14,1,0,709,3300,94,4145
Campinas,57,1,2,1,12,1,0,391,2961,111,3501
Campinas,50,1,1,0,8,1,0,300,550,0,853
Sao Paulo,75,2,1,0,0,1,0,0,1500,325,1848
Sao Paulo,161,3,3,3,17,1,0,2700,10000,667,13490
Campinas,210,4,4,3,7,0,0,1964,3600,495,6105
Sao Paulo,350,3,2,4,0,1,0,0,12500,1334,14020
Porto Alegre,112,3,3,2,1,1,0,1000,3000,234,4278
Campinas,78,3,2,2,3,1,1,755,1900,37,2717
Sao Paulo,54,2,2,1,6,1,0,954,2800,199,3989
Campinas,25,1,1,0,3,0,0,200,1020,0,1224
Sao Paulo,62,2,2,0,3,0,0,600,2000,0,2626
Sao Paulo,117,2,2,1,11,0,1,630,7130,150,8001
Sao Paulo,120,4,2,2,0,1,0,0,3500,10,3563
Campinas,113,3,2,2,11,1,0,700,1450,79,2248
Sao Paulo,65,2,1,1,3,1,0,700,2306,0,3036
Campinas,70,2,1,1,0,0,0,341,1100,60,1515
Porto Alegre,67,3,2,2,7,1,0,400,2000,50,2480
Sao Paulo,651,7,7,8,0,1,0,0,8500,1595,10220
Sao Paulo,180,3,1,5,0,1,0,0,6500,567,7165
Sao Paulo,30,1,1,0,0,1,0,0,1000,21,1034
Sao Paulo,100,3,3,3,5,1,0,1000,3500,417,4962
Sao Paulo,45,1,1,0,11,1,0,325,1450,55,1849
Sao Paulo,400,4,4,4,0,1,0,0,8500,1250,9878
Sao Paulo,100,3,1,0,1,1,0,0,2200,139,2367
Porto Alegre,111,2,2,0,15,1,0,850,1612,100,2586
Belo Horizonte,70,2,2,2,5,1,0,610,2100,240,2978
Porto Alegre,179,3,2,2,0,1,1,0,3700,67,3833
Rio de Janeiro,140,3,2,2,1,1,0,1800,5700,579,8153
Sao Paulo,260,3,4,2,0,1,0,0,7609,876,8600
Belo Horizonte,268,4,2,4,1,0,0,975,3000,381,4396
Belo Horizonte,70,3,2,1,2,1,0,230,1300,59,1607
Rio de Janeiro,50,1,1,1,2,1,0,1060,1500,323,2903
Belo Horizonte,470,5,4,2,0,1,0,0,6000,808,6907
Sao Paulo,142,3,4,3,13,1,0,1900,4600,3509,10040
Sao Paulo,80,1,2,2,5,1,0,0,6522,0,6605
Sao Paulo,100,3,3,3,0,0,0,0,2500,246,2784
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,2633
Campinas,180,3,4,4,0,1,0,0,3230,250,3529
Porto Alegre,180,4,1,1,0,1,0,1,4480,375,4936
Sao Paulo,72,1,1,1,0,0,1,670,4000,175,4896
Sao Paulo,90,2,2,1,0,1,0,0,2200,0,2234
Campinas,49,1,1,0,3,1,0,417,583,23,1031
Porto Alegre,282,4,2,4,0,1,1,0,5000,355,5444
Sao Paulo,114,4,4,2,6,1,0,1115,2530,321,3999
Sao Paulo,170,3,3,2,8,1,0,1800,7000,559,9448
Sao Paulo,200,3,2,3,0,1,0,0,3600,251,3906
Sao Paulo,130,4,4,3,2,1,0,1160,3000,459,4658
Belo Horizonte,300,3,4,4,0,1,0,0,7500,350,7973
Sao Paulo,40,1,2,1,28,0,1,1935,4200,318,6507
Sao Paulo,45,1,1,0,2,0,0,150,750,0,910
Sao Paulo,245,3,5,4,3,1,1,2300,10000,1218,13650
Sao Paulo,155,2,3,2,0,1,0,0,4000,377,4438
Belo Horizonte,300,3,3,4,0,1,0,0,3500,431,3989
Campinas,438,5,4,0,0,1,0,0,7735,417,8269
Rio de Janeiro,30,1,1,0,4,0,1,380,2200,59,2668
Sao Paulo,125,2,2,1,0,1,1,0,2800,392,3235
Campinas,76,1,2,0,1,1,0,300,700,100,1109
Sao Paulo,58,2,2,2,2,1,0,833,2030,189,3078
Sao Paulo,140,3,2,2,0,1,0,0,2600,45,2685
Sao Paulo,49,2,1,1,1,1,0,415,1368,0,1801
Porto Alegre,45,1,1,0,11,1,0,750,900,658,2322
Sao Paulo,350,4,6,4,0,1,0,0,10000,896,11050
Sao Paulo,35,1,1,0,4,1,0,320,1700,0,2042
Rio de Janeiro,100,3,1,1,0,1,0,495,1700,17,2234
Porto Alegre,86,2,2,2,3,1,0,1000,2950,120,4114
Campinas,58,1,1,1,6,1,0,676,3300,108,4126
Sao Paulo,40,1,1,0,0,0,0,0,780,17,809
Porto Alegre,62,3,2,1,2,1,1,550,2100,50,2731
Belo Horizonte,95,3,2,2,10,1,0,657,2300,143,3131
Sao Paulo,52,1,1,1,11,1,0,730,2100,38,2895
Sao Paulo,80,2,1,0,0,1,0,0,1280,59,1359
Belo Horizonte,300,4,4,4,0,1,0,0,6500,428,7035
Sao Paulo,70,2,2,0,6,1,0,570,1390,212,2190
Porto Alegre,130,3,3,1,6,1,0,1000,4900,167,6139
Campinas,39,1,1,1,1,0,1,573,1128,32,1748
Belo Horizonte,73,2,1,1,11,1,1,600,4500,40,5200
Sao Paulo,68,2,1,1,15,1,0,520,2280,9,2838
Campinas,80,2,1,0,0,1,0,0,1200,0,1219
Sao Paulo,30,1,1,1,15,1,0,500,1560,61,2141
Rio de Janeiro,450,4,5,1,0,1,0,0,3300,417,3768
Sao Paulo,270,3,4,2,11,1,0,3158,15000,1100,19450
Sao Paulo,146,3,4,4,15,1,0,1510,6000,631,8218
Rio de Janeiro,100,3,1,0,2,1,0,0,2000,209,2235
Campinas,60,2,1,1,2,1,0,314,1000,0,1327
Sao Paulo,55,2,1,1,7,0,0,784,3500,135,4464
Rio de Janeiro,140,4,2,1,1,0,0,1700,6000,380,8158
Campinas,40,1,1,1,6,1,0,600,650,35,1294
Belo Horizonte,20,1,1,1,0,1,1,0,1100,0,1115
Porto Alegre,30,1,1,0,0,0,0,0,500,0,509
Sao Paulo,68,2,2,2,12,0,0,2600,2300,0,4930
Campinas,35,1,1,1,11,1,0,350,966,25,1354
Sao Paulo,190,4,4,3,11,1,1,1780,6900,0,8768
Sao Paulo,700,4,10,0,0,1,0,0,15000,8750,23980
Rio de Janeiro,45,1,1,0,1,1,0,0,1200,78,1294
Sao Paulo,311,3,6,4,23,0,1,1800,12500,1084,15540
Porto Alegre,110,2,1,0,0,1,0,0,1070,1160,2250
Campinas,330,3,3,2,10,0,0,2700,5100,650,8515
Sao Paulo,75,3,1,1,2,1,1,770,1900,85,2780
Porto Alegre,50,1,1,0,2,1,1,300,1600,42,1966
Sao Paulo,460,4,4,6,0,1,0,0,5280,667,6027
Porto Alegre,52,2,1,0,4,1,0,401,730,21,1163
Sao Paulo,155,3,4,2,14,1,0,1400,13100,409,15080
Belo Horizonte,55,2,1,1,1,1,0,200,840,77,1129
Rio de Janeiro,74,2,1,0,11,1,0,1154,1900,189,3268
Sao Paulo,26,1,1,1,3,1,1,402,1396,0,1816
Sao Paulo,80,2,1,0,1,1,1,500,3000,0,3539
Sao Paulo,450,4,5,5,0,0,0,0,12000,1875,14060
Campinas,150,2,2,1,0,1,0,0,1060,167,1243
Sao Paulo,135,3,2,2,9,1,0,1836,4200,543,6633
Belo Horizonte,140,4,3,4,9,1,0,500,3500,230,4277
Campinas,76,3,1,1,2,1,0,480,1300,92,1889
Sao Paulo,450,4,3,6,0,1,0,0,11900,1084,13160
Belo Horizonte,38,1,1,0,2,0,0,0,1300,0,1318
Sao Paulo,56,2,2,1,4,1,0,500,2000,0,2526
Rio de Janeiro,30,1,1,0,8,0,1,445,1512,0,1964
Sao Paulo,260,2,2,2,0,0,0,0,3800,567,4425
Porto Alegre,77,3,2,1,2,0,0,284,1260,20,1583
Rio de Janeiro,290,4,3,1,6,1,0,2500,7000,459,10050
Belo Horizonte,22,1,1,1,1,0,1,0,1500,0,1520
Rio de Janeiro,47,2,1,0,4,1,0,578,1500,0,2098
Sao Paulo,80,2,2,1,7,1,0,1363,3700,96,5206
Sao Paulo,244,4,3,4,2,1,1,2375,4774,1033,8243
Campinas,45,1,1,0,9,1,0,670,800,39,1520
Belo Horizonte,85,3,2,2,3,0,0,686,1700,160,2569
Sao Paulo,98,3,2,2,3,1,0,1400,2000,383,3809
Sao Paulo,100,2,1,1,0,0,0,0,1450,0,1472
Rio de Janeiro,120,3,2,0,2,1,0,1300,3700,331,5379
Sao Paulo,190,3,2,1,8,1,1,2180,4500,150,6888
Sao Paulo,500,4,4,4,0,1,0,3200,10200,1800,15350
Sao Paulo,105,3,2,2,1,1,1,1544,7800,488,9931
Campinas,50,2,1,1,3,1,0,613,1000,20,1646
Sao Paulo,126,4,3,2,4,0,0,1500,4500,417,6475
Sao Paulo,74,2,3,1,2,1,0,1180,4500,105,5843
Rio de Janeiro,130,3,3,2,3,1,1,2500,7000,500,10090
Sao Paulo,140,2,1,1,6,0,1,2000,5500,300,7870
Porto Alegre,160,3,2,2,0,1,0,100,2000,75,2211
Sao Paulo,250,3,4,3,4,1,0,3570,14000,1256,19000
Rio de Janeiro,90,2,2,1,4,1,0,1090,900,144,2146
Sao Paulo,35,1,1,0,6,1,1,420,1660,0,2102
Rio de Janeiro,144,4,2,2,4,1,0,2000,3590,378,6015
Rio de Janeiro,170,3,1,1,10,1,1,600,2480,100,3212
Rio de Janeiro,65,2,1,1,7,1,0,750,1400,59,2228
Porto Alegre,80,2,1,0,0,1,0,0,990,0,1008
Sao Paulo,20,1,1,0,4,0,1,150,3142,67,3399
Sao Paulo,79,2,2,2,18,0,1,800,5900,280,7055
Sao Paulo,70,2,1,0,1,1,0,0,2448,159,2639
Sao Paulo,30,1,1,0,9,0,1,423,2350,46,2849
Sao Paulo,250,3,5,3,4,1,0,3500,6800,0,10390
Porto Alegre,50,1,1,0,2,1,1,300,930,25,1269
Sao Paulo,116,3,2,2,5,1,0,1726,2300,568,4624
Sao Paulo,216,4,3,4,28,0,0,1868,5000,657,7589
Sao Paulo,290,3,5,4,8,1,1,3580,7000,0,10670
Sao Paulo,300,5,6,6,0,1,0,0,9500,2084,11730
Sao Paulo,245,4,3,4,8,1,0,3450,6000,1667,11190
Belo Horizonte,150,4,2,3,18,0,1,1300,4900,480,6746
Sao Paulo,130,3,4,2,11,0,0,1550,2318,411,4309
Sao Paulo,112,1,2,3,0,1,0,0,2878,84,3006
Sao Paulo,78,2,2,1,8,1,0,586,1680,63,2351
Rio de Janeiro,15,1,1,0,0,1,0,50,700,0,760
Sao Paulo,84,2,1,2,11,0,1,800,4000,240,5091
Rio de Janeiro,23,1,1,0,8,0,0,569,2000,25,2620
Belo Horizonte,174,3,1,0,0,0,0,0,5500,120,5711
Sao Paulo,104,1,3,2,14,0,0,2000,4200,500,6754
Porto Alegre,63,1,1,0,3,1,0,340,900,38,1292
Sao Paulo,51,2,1,1,7,1,0,468,1100,75,1657
Rio de Janeiro,70,2,2,1,4,1,0,1500,3460,332,5337
Belo Horizonte,150,4,4,2,12,1,0,1218,4000,501,5773
Rio de Janeiro,90,2,2,1,8,1,0,800,2156,90,3055
Rio de Janeiro,80,2,2,1,2,1,1,4100,7500,584,12280
Porto Alegre,60,1,1,1,4,0,0,2400,800,209,3421
Belo Horizonte,85,3,2,1,2,0,0,450,1500,85,2055
Sao Paulo,70,2,1,0,24,0,1,450,3200,50,3741
Rio de Janeiro,50,1,1,0,2,0,0,800,800,26,1637
Sao Paulo,38,1,1,0,6,1,0,420,2080,24,2551
Porto Alegre,147,3,3,3,0,1,0,0,2600,81,2728
Porto Alegre,222,3,2,2,3,0,1,770,5083,350,6278
Sao Paulo,185,4,4,4,8,1,0,2500,7500,1042,11140
Campinas,284,3,5,6,0,1,0,550,5100,417,6144
Sao Paulo,45,2,1,1,6,0,0,240,1470,30,1759
Rio de Janeiro,290,3,3,1,9,1,0,1600,5300,853,7822
Sao Paulo,74,3,2,2,15,1,0,850,1250,100,2216
Campinas,115,3,2,2,15,1,0,1018,2690,214,3957
Porto Alegre,37,1,1,0,4,1,0,338,1600,67,2029
Belo Horizonte,650,7,6,3,0,1,0,0,13000,1250,14460
Sao Paulo,30,1,1,0,1,0,0,0,1459,0,1469
Sao Paulo,87,1,1,2,14,1,1,870,7900,150,9021
Sao Paulo,553,5,6,5,15,1,1,6000,3360,2827,12230
Sao Paulo,250,3,4,4,16,1,0,3421,10700,1224,15480
Sao Paulo,600,4,5,6,0,1,0,0,6000,3000,9051
Sao Paulo,250,3,3,3,0,1,0,0,4500,150,4718
Sao Paulo,30,1,1,1,16,1,0,399,1799,0,2221
Belo Horizonte,62,3,1,1,2,0,0,260,950,59,1282
Rio de Janeiro,115,2,2,2,1,1,0,900,3000,75,4014
Rio de Janeiro,130,3,1,0,4,1,0,1050,6800,193,8071
Sao Paulo,35,1,1,0,15,1,0,306,2000,0,2332
Belo Horizonte,350,4,3,3,9,0,0,2050,10000,658,12840
Sao Paulo,100,3,2,0,0,0,0,0,3000,914,3960
Campinas,85,3,2,2,9,1,0,1225,2600,182,4040
Sao Paulo,60,1,1,1,0,1,0,0,1500,100,1623
Campinas,197,3,3,2,8,1,0,1600,2500,325,4457
Sao Paulo,177,4,5,4,12,1,0,1500,9200,959,11780
Rio de Janeiro,96,2,1,0,8,1,1,700,5000,181,5946
Sao Paulo,48,1,1,0,0,0,0,0,1150,34,1202
Sao Paulo,678,5,6,4,0,1,0,0,15000,3000,18230
Rio de Janeiro,126,2,2,1,5,1,0,1800,7500,420,9817
Sao Paulo,130,3,3,1,6,1,0,1390,4200,257,5901
Campinas,113,2,1,1,8,1,0,670,1250,92,2028
Sao Paulo,380,3,4,2,0,1,0,0,12000,959,13140
Sao Paulo,80,1,1,1,10,1,0,1800,2500,180,4512
Sao Paulo,20,1,1,0,0,1,1,602,1800,130,2555
Sao Paulo,32,1,1,1,15,1,0,350,1880,0,2254
Sao Paulo,420,4,6,4,8,1,0,3500,15000,2250,20940
Sao Paulo,500,8,5,2,0,1,0,0,11000,1550,12720
Sao Paulo,33,1,1,1,12,1,1,560,2900,84,3581
Sao Paulo,700,4,6,6,0,1,0,0,12500,2176,14860
Sao Paulo,50,1,1,1,0,1,0,0,1100,0,1117
Porto Alegre,70,2,2,0,4,1,0,330,1410,59,1820
Belo Horizonte,332,3,2,8,0,0,0,0,7000,270,7385
Rio de Janeiro,83,2,3,2,4,1,1,3850,6000,1128,11060
Campinas,62,2,2,2,5,1,0,800,3000,14,3853
Sao Paulo,30,1,1,0,12,1,1,350,3300,0,3692
Sao Paulo,240,4,6,4,2,0,0,2000,4410,0,6466
Sao Paulo,27,1,1,0,0,0,0,0,835,0,848
Rio de Janeiro,87,3,2,1,3,1,0,1200,1440,67,2726
Porto Alegre,238,3,3,3,2,1,1,700,4180,167,5109
Rio de Janeiro,68,2,1,0,3,1,0,925,2300,245,3500
Rio de Janeiro,30,1,1,0,19,1,0,590,800,126,1527
Rio de Janeiro,24,1,1,0,5,1,1,500,1200,25,1741
Sao Paulo,80,3,2,1,1,0,0,402,1613,80,2116
Belo Horizonte,70,3,1,1,3,1,0,275,1100,63,1453
Sao Paulo,250,4,3,2,0,0,0,0,10000,0,10150
Belo Horizonte,83,3,3,2,5,1,1,990,3500,216,4753
Porto Alegre,339,3,5,4,11,1,1,3000,14000,834,18040
Campinas,75,2,1,1,0,1,0,0,1300,0,1317
Sao Paulo,154,4,3,3,4,1,0,1630,4350,742,6778
Rio de Janeiro,80,2,2,1,5,1,0,891,1800,125,2840
Porto Alegre,156,3,1,0,2,1,0,500,1600,142,2266
Sao Paulo,190,3,4,3,2,1,0,3800,5950,1209,11040
Sao Paulo,200,3,2,2,0,1,0,0,2900,791,3735
Belo Horizonte,600,3,5,8,0,1,0,800,10000,202,11170
Belo Horizonte,57,3,2,1,2,1,0,225,1100,78,1418
Belo Horizonte,110,3,2,2,3,0,1,550,2600,248,3418
Sao Paulo,240,3,4,5,9,1,0,3200,6400,1400,11080
Sao Paulo,40,1,1,1,9,0,0,440,2800,100,3376
Campinas,160,3,2,2,12,1,0,1026,1650,243,2940
Sao Paulo,120,3,2,2,1,1,0,2450,3940,875,7315
Campinas,51,1,1,1,1,1,0,670,820,90,1591
Porto Alegre,55,1,1,1,3,1,0,250,2300,45,2629
Sao Paulo,820,4,4,5,0,1,0,0,7225,3750,11080
Sao Paulo,168,3,4,2,9,1,0,1800,5500,65,7435
Porto Alegre,68,1,2,1,4,1,1,500,2500,117,3154
Sao Paulo,260,4,4,6,22,1,1,2480,5500,1167,9217
Sao Paulo,93,2,2,1,8,1,0,1258,2490,12,3792
Sao Paulo,73,2,2,1,13,1,0,700,1250,150,2116
Sao Paulo,182,3,3,5,0,1,0,0,4200,250,4514
Rio de Janeiro,215,3,2,0,5,1,0,1400,4000,38,5490
Sao Paulo,280,3,3,4,0,1,0,0,9500,990,10630
Rio de Janeiro,68,2,1,1,5,1,0,660,870,109,1651
Sao Paulo,76,1,2,1,4,1,1,1180,4200,30,5464
Sao Paulo,156,3,4,3,4,1,0,1650,9000,667,11430
Porto Alegre,271,4,3,1,7,1,0,1500,3900,500,5957
Campinas,297,4,6,2,3,1,0,2800,2800,433,6069
Sao Paulo,73,2,1,1,8,1,0,525,1360,6,1909
Sao Paulo,350,3,4,5,0,1,0,0,5500,1092,6675
Sao Paulo,100,2,3,3,0,1,1,1200,7650,250,9197
Sao Paulo,100,3,2,0,3,0,0,800,2000,250,3076
Campinas,180,3,4,4,0,1,0,1000,4500,127,5695
Sao Paulo,350,7,4,2,0,1,0,0,4600,292,4962
Porto Alegre,40,1,1,0,7,1,0,180,1000,6,1201
Rio de Janeiro,106,3,2,1,5,1,0,1434,5000,338,6837
Sao Paulo,63,2,2,1,19,1,1,1000,11000,133,12270
Rio de Janeiro,200,4,3,2,6,1,1,2100,9200,603,12020
Rio de Janeiro,65,2,2,0,1,1,0,250,3600,103,4000
Rio de Janeiro,25,1,1,0,4,1,1,356,1984,55,2418
Sao Paulo,95,3,2,2,5,1,0,1760,1200,296,3272
Sao Paulo,36,1,1,1,8,1,1,600,3400,80,4124
Rio de Janeiro,273,4,4,2,5,1,0,2800,10200,632,13760
Sao Paulo,159,2,2,1,8,1,1,1236,4200,251,5741
Rio de Janeiro,110,2,2,1,6,1,1,2500,5000,1417,8982
Porto Alegre,130,4,4,3,3,1,1,1600,10840,292,12890
Sao Paulo,20,1,1,0,0,0,0,0,990,0,1003
Sao Paulo,330,4,5,4,0,1,0,0,4000,274,4335
Rio de Janeiro,30,1,1,0,8,0,0,550,1216,25,1807
Sao Paulo,190,4,3,2,1,1,0,1733,5000,570,7367
Sao Paulo,195,2,3,1,10,1,0,1500,6000,334,7911
Sao Paulo,43,2,7,2,11,1,0,257,2270,0,2556
Campinas,49,2,1,1,5,1,0,273,950,0,1236
Sao Paulo,68,3,1,1,1,1,0,560,1410,115,2103
Porto Alegre,63,2,2,2,3,1,1,500,2150,70,2752
Sao Paulo,298,4,4,3,6,1,0,3356,9000,1190,13660
Sao Paulo,52,1,2,1,4,1,1,795,3850,297,4991
Sao Paulo,350,3,2,4,0,1,0,0,10200,992,11350
Sao Paulo,170,4,2,1,3,1,1,2437,5200,570,8273
Rio de Janeiro,120,3,2,2,1,1,0,1784,5300,350,7503
Rio de Janeiro,30,1,1,0,19,1,0,800,1250,0,2067
Belo Horizonte,67,2,1,0,5,0,1,388,1140,71,1615
Sao Paulo,210,3,4,0,0,1,1,0,4200,175,4439
Porto Alegre,40,1,1,1,1,0,1,250,1050,8,1324
Porto Alegre,117,3,2,1,1,1,0,706,3400,217,4373
Sao Paulo,67,2,1,1,7,1,0,570,1420,4,2012
Belo Horizonte,70,3,2,2,1,1,0,554,1900,228,2708
Porto Alegre,60,2,1,2,0,1,0,0,1400,0,1425
Sao Paulo,856,5,7,6,4,1,0,7500,10000,5000,22630
Rio de Janeiro,34,1,1,0,7,1,0,625,1700,65,2412
Sao Paulo,717,5,5,8,16,1,0,4300,2500,5032,11860
Porto Alegre,96,2,1,0,2,0,0,200,1000,40,1255
Sao Paulo,20,1,1,0,0,1,1,602,1800,130,2555
Porto Alegre,70,1,2,0,0,0,0,0,1500,59,1586
Rio de Janeiro,65,1,1,0,10,0,1,672,2400,116,3219
Sao Paulo,58,2,2,1,18,1,0,317,1783,0,2123
Sao Paulo,140,3,3,3,2,1,0,1640,4200,775,6669
Sao Paulo,195,3,4,3,0,1,0,0,8500,59,8687
Rio de Janeiro,83,2,1,1,8,1,1,1108,1800,104,3036
Porto Alegre,40,1,1,1,6,1,0,180,1250,6,1455
Sao Paulo,70,1,1,0,0,0,0,0,900,0,914
Rio de Janeiro,94,3,3,2,4,1,0,2076,5000,357,7498
Sao Paulo,34,1,1,1,11,0,1,620,2800,0,3456
Campinas,30,1,1,0,4,1,0,336,503,10,856
Sao Paulo,73,2,2,1,12,1,0,700,1250,150,2116
Campinas,270,3,3,3,1,1,0,2500,7220,560,10370
Sao Paulo,40,1,1,1,16,0,0,900,3000,183,4122
Sao Paulo,25,1,1,0,0,0,0,0,836,0,849
Sao Paulo,112,3,2,1,8,1,0,810,3850,98,4807
Sao Paulo,105,3,2,2,6,1,0,1002,2583,35,3653
Sao Paulo,130,3,2,2,0,1,0,0,3300,108,3458
Belo Horizonte,118,4,2,1,1,1,0,600,2300,111,3042
Campinas,85,3,2,1,1,1,0,650,1300,75,2042
Sao Paulo,380,4,4,3,0,1,1,0,7500,0,7613
Belo Horizonte,55,2,1,1,1,1,0,250,1200,83,1549
Sao Paulo,109,3,2,1,2,1,0,1450,5300,0,6818
Belo Horizonte,758,5,4,5,3,1,0,7630,15000,2752,25580
Belo Horizonte,300,4,3,3,0,1,0,0,6290,519,6913
Belo Horizonte,72,2,3,0,1,1,1,826,2400,220,3478
Belo Horizonte,148,4,3,2,12,1,0,1886,5500,399,7859
Porto Alegre,75,2,1,0,9,1,0,450,1000,34,1499
Rio de Janeiro,68,2,2,1,7,0,0,655,1100,42,1812
Sao Paulo,64,2,2,2,8,0,0,800,2100,59,2986
Belo Horizonte,206,4,3,2,4,1,0,1530,6500,565,8682
Sao Paulo,320,3,4,3,8,1,0,3400,6800,1,10290
Rio de Janeiro,116,3,3,2,2,0,0,557,2500,230,3320
Campinas,560,7,7,8,0,1,0,0,9000,911,10050
Sao Paulo,320,4,3,4,5,1,0,3000,5200,292,8558
Rio de Janeiro,55,1,1,1,1,1,1,2750,2400,635,5816
Sao Paulo,85,2,2,0,8,1,1,850,4900,0,5813
Sao Paulo,100,2,2,1,6,0,0,1000,2690,8,3733
Sao Paulo,400,5,5,5,0,1,0,0,6400,2500,8997
Porto Alegre,220,3,2,2,0,1,0,0,2600,53,2700
Rio de Janeiro,80,2,2,0,6,1,1,810,2000,289,3125
Campinas,66,1,1,2,2,1,0,577,1600,41,2239
Porto Alegre,80,2,2,1,12,1,0,500,2000,0,2530
Sao Paulo,260,5,4,4,12,1,0,3400,11000,1400,15940
Sao Paulo,450,4,5,6,0,0,1,0,9000,1150,10290
